A_thaliana_ortholog	Genefamily	Description	Gene_name	Species
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaC01g14390D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA03g45840D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA01g12670D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA01g12660D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA01g12650D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA01g12620D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA01g12590D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA01g12580D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaCnng60310D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA03g45500D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA03g45510D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA08g10530D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA08g10520D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaA09g23770D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaC07g37530D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaC07g38070D	B. napus
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BnaC07g38110D	B. napus
AT4G23210.3	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 13	BnaC07g33810D	B. napus
AT4G23210.3	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 13	BnaA03g42700D	B. napus
AT4G23220.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 14	BnaC03g44170D	B. napus
AT4G23220.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 14	BnaA03g37790D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaC01g14630D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaC01g14690D	B. napus
AT4G23290.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaC01g14710D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaC01g14790D	B. napus
AT4G23290.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaC01g14800D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaC01g14830D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaC01g14880D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaC01g14890D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaA03g45830D	B. napus
AT4G23290.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaAnng25570D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaAnng25580D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaA01g12980D	B. napus
AT4G23290.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaA01g12970D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaA01g12960D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaA01g12940D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaC07g38040D	B. napus
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BnaC07g38100D	B. napus
AT4G23320.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 24	BnaC01g14760D	B. napus
AT4G11460.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 30	BnaCnng08370D	B. napus
AT4G11480.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 32	BnaC01g14810D	B. napus
AT4G11480.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 32	BnaC09g23880D	B. napus
AT4G11480.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 32	BnaA03g24790D	B. napus
AT4G11480.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 32	BnaA03g24820D	B. napus
AT4G28670.1	RLK	Protein kinase family protein with domain of unknown function (DUF26)	BnaA01g08250D	B. napus
AT4G28670.1	RLK	Protein kinase family protein with domain of unknown function (DUF26)	BnaC01g09800D	B. napus
AT4G11530.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 34	BnaA03g45850D	B. napus
AT4G11530.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 34	BnaCnng08380D	B. napus
AT4G11530.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 34	BnaC09g23960D	B. napus
AT4G11530.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 34	BnaCnng59240D	B. napus
AT4G11530.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 34	BnaA09g21630D	B. napus
AT4G11530.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 34	BnaA09g21690D	B. napus
AT4G11530.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 34	BnaA09g21700D	B. napus
AT4G11530.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 34	BnaA03g24810D	B. napus
AT3G59700.1	Lectin RK	lectin-receptor kinase	BnaA04g27230D	B. napus
AT3G59700.1	Lectin RK	lectin-receptor kinase	BnaA07g18480D	B. napus
AT3G59700.1	Lectin RK	lectin-receptor kinase	BnaC06g17510D	B. napus
AT3G59700.1	Lectin RK	lectin-receptor kinase	BnaC04g22870D	B. napus
AT3G59700.1	Lectin RK	lectin-receptor kinase	BnaC04g22860D	B. napus
AT3G59700.1	Lectin RK	lectin-receptor kinase	BnaC04g22850D	B. napus
AT3G59700.1	Lectin RK	lectin-receptor kinase	BnaC04g22810D	B. napus
AT3G53810.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaC06g26890D	B. napus
AT3G53810.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaA09g54750D	B. napus
AT3G53810.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaC08g24800D	B. napus
AT4G29050.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaA01g07850D	B. napus
AT4G29050.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaA08g13540D	B. napus
AT4G29050.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaC08g13390D	B. napus
AT4G29050.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaC08g13400D	B. napus
AT4G29050.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaC01g09450D	B. napus
AT4G29050.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaC05g20870D	B. napus
AT4G29050.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaC05g20860D	B. napus
AT5G55830.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaC09g32380D	B. napus
AT5G55830.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaA10g09930D	B. napus
AT5G55830.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BnaC02g12790D	B. napus
AT3G21340.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA05g36650D	B. napus
AT3G21340.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC03g42080D	B. napus
AT3G21340.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA03g36240D	B. napus
AT3G21340.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC04g22910D	B. napus
AT3G21340.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC04g19290D	B. napus
AT3G21340.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC04g06840D	B. napus
AT4G31100.1	Wall-associated	wall-associated kinase, putative	BnaA09g44190D	B. napus
AT4G31100.1	Wall-associated	wall-associated kinase, putative	BnaA01g06060D	B. napus
AT4G31100.1	Wall-associated	wall-associated kinase, putative	BnaC01g07320D	B. napus
AT5G59660.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaAnng20650D	B. napus
AT5G59660.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA03g09340D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA02g06950D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC02g44380D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC02g44390D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC02g44410D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA02g06940D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaAnng20670D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC02g17040D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA10g12630D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC03g11660D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC03g11690D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC03g11750D	B. napus
AT5G59670.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA03g09330D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC02g44350D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC02g44360D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC02g44370D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA02g06920D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA02g06930D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaAnng20660D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA10g12600D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA10g12610D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA10g12620D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC09g34960D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC09g34940D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC03g11700D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC03g11720D	B. napus
AT5G59680.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC03g11730D	B. napus
AT3G58690.1	RLK	Protein kinase superfamily protein	BnaA09g55230D	B. napus
AT3G58690.1	RLK	Protein kinase superfamily protein	BnaCnng66990D	B. napus
AT3G58690.1	RLK	Protein kinase superfamily protein	BnaA07g18000D	B. napus
AT3G58690.1	RLK	Protein kinase superfamily protein	BnaC06g16820D	B. napus
AT3G58690.1	RLK	Protein kinase superfamily protein	BnaC08g29390D	B. napus
AT4G29450.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA01g07400D	B. napus
AT4G29450.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaAnng28780D	B. napus
AT4G33430.1	RLK	BRI1-associated receptor kinase	BnaC03g66580D	B. napus
AT4G33430.1	RLK	BRI1-associated receptor kinase	BnaA08g11770D	B. napus
AT4G33430.1	RLK	BRI1-associated receptor kinase	BnaA03g52520D	B. napus
AT4G33430.1	RLK	BRI1-associated receptor kinase	BnaC07g44250D	B. napus
AT4G33430.1	RLK	BRI1-associated receptor kinase	BnaA01g03510D	B. napus
AT4G33430.1	RLK	BRI1-associated receptor kinase	BnaC01g04780D	B. napus
AT1G34210.1	RLK	somatic embryogenesis receptor-like kinase 2	BnaC05g31820D	B. napus
AT1G34210.1	RLK	somatic embryogenesis receptor-like kinase 2	BnaC09g25020D	B. napus
AT1G09970.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaA09g57210D	B. napus
AT1G09970.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaC08g13910D	B. napus
AT1G09970.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaC08g42450D	B. napus
AT1G09970.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaA06g38030D	B. napus
AT1G09970.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaC05g49230D	B. napus
AT1G09970.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaA08g26050D	B. napus
AT1G25320.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA09g28440D	B. napus
AT1G25320.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC05g20750D	B. napus
AT3G19300.1	RLK	Protein kinase superfamily protein	BnaCnng41330D	B. napus
AT3G19300.1	RLK	Protein kinase superfamily protein	BnaC05g33560D	B. napus
AT3G19300.1	RLK	Protein kinase superfamily protein	BnaA05g20860D	B. napus
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaA09g02190D	B. napus
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaC01g42200D	B. napus
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaC01g22860D	B. napus
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaAnng32980D	B. napus
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaA07g29340D	B. napus
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaC09g01600D	B. napus
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaC07g24940D	B. napus
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BnaA06g31690D	B. napus
AT2G42290.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaC04g48200D	B. napus
AT2G42290.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BnaA04g24400D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaA09g44180D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaA09g44200D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaA06g13530D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaA06g13520D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaA08g28110D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaA08g22050D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaC08g36740D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaC08g18830D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaC08g18820D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaC08g18810D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaC08g18800D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaC07g07450D	B. napus
AT1G19390.1	Wall-associated	Wall-associated kinase family protein	BnaC07g07440D	B. napus
AT1G79680.1	Wall-associated	WALL ASSOCIATED KINASE (WAK)-LIKE 10	BnaA08g20730D	B. napus
AT1G79680.1	Wall-associated	WALL ASSOCIATED KINASE (WAK)-LIKE 10	BnaA07g20220D	B. napus
AT1G79680.1	Wall-associated	WALL ASSOCIATED KINASE (WAK)-LIKE 10	BnaC06g19690D	B. napus
AT1G79680.1	Wall-associated	WALL ASSOCIATED KINASE (WAK)-LIKE 10	BnaC06g19670D	B. napus
AT1G79680.1	Wall-associated	WALL ASSOCIATED KINASE (WAK)-LIKE 10	BnaA07g35110D	B. napus
AT1G79680.1	Wall-associated	WALL ASSOCIATED KINASE (WAK)-LIKE 10	BnaA07g35100D	B. napus
AT1G79680.1	Wall-associated	WALL ASSOCIATED KINASE (WAK)-LIKE 10	BnaA07g35090D	B. napus
AT1G79680.1	Wall-associated	WALL ASSOCIATED KINASE (WAK)-LIKE 10	BnaC06g40020D	B. napus
AT1G79680.1	Wall-associated	WALL ASSOCIATED KINASE (WAK)-LIKE 10	BnaC03g32660D	B. napus
AT1G25390.1	RLK	Protein kinase superfamily protein	BnaA07g36920D	B. napus
AT1G25390.1	RLK	Protein kinase superfamily protein	BnaA09g28500D	B. napus
AT1G25390.1	RLK	Protein kinase superfamily protein	BnaC07g10810D	B. napus
AT1G25390.1	RLK	Protein kinase superfamily protein	BnaC05g20690D	B. napus
AT1G09000.1	MAPKKK	MAPKKK1	BnaC05g06530D	B. napus
AT1G09000.1	MAPKKK	MAPKKK1	BnaA06g05240D	B. napus
AT1G53570.3	MAPKKK	MAPKKK3	BnaC03g45260D	B. napus
AT1G53570.3	MAPKKK	MAPKKK3	BnaA03g38420D	B. napus
AT1G63700.1	MAPKKK	MAPKKK4	BnaC09g12770D	B. napus
AT1G63700.1	MAPKKK	MAPKKK4	BnaA09g12350D	B. napus
AT5G66850.1	MAPKKK	MAPKKK5	BnaA02g34610D	B. napus
AT5G66850.1	MAPKKK	MAPKKK5	BnaC04g36900D	B. napus
AT5G66850.1	MAPKKK	MAPKKK5	BnaC07g16520D	B. napus
AT5G66850.1	MAPKKK	MAPKKK5	BnaC02g44030D	B. napus
AT5G66850.1	MAPKKK	MAPKKK5	BnaA07g12320D	B. napus
AT3G13530.1	MAPKKK	MAPKKK7	BnaC05g39790D	B. napus
AT3G13530.1	MAPKKK	MAPKKK7	BnaA05g37030D	B. napus
AT3G13530.1	MAPKKK	MAPKKK7	BnaC01g37580D	B. napus
AT3G13530.1	MAPKKK	MAPKKK7	BnaA03g30290D	B. napus
AT3G13530.1	MAPKKK	MAPKKK7	BnaCnng01010D	B. napus
AT3G13530.1	MAPKKK	MAPKKK7	BnaC03g38000D	B. napus
AT3G13530.1	MAPKKK	MAPKKK7	BnaC03g35620D	B. napus
AT3G13530.1	MAPKKK	MAPKKK7	BnaA03g32870D	B. napus
AT4G08500.1	MAPKKK	MAPKKK8	BnaC03g30930D	B. napus
AT4G08500.1	MAPKKK	MAPKKK8	BnaA06g00700D	B. napus
AT4G08500.1	MAPKKK	MAPKKK8	BnaC03g28150D	B. napus
AT4G08500.1	MAPKKK	MAPKKK8	BnaAnng04440D	B. napus
AT4G08500.1	MAPKKK	MAPKKK8	BnaC06g06600D	B. napus
AT4G08500.1	MAPKKK	MAPKKK8	BnaC04g21730D	B. napus
AT4G08500.1	MAPKKK	MAPKKK8	BnaAnng30700D	B. napus
AT4G08500.1	MAPKKK	MAPKKK8	BnaC09g25280D	B. napus
AT4G12020.1	MAPKKK	MAPKKK11	BnaC03g72990D	B. napus
AT4G12020.3	MAPKKK	MAPKKK11	BnaA05g12020D	B. napus
AT4G12020.1	MAPKKK	MAPKKK11	BnaC09g52630D	B. napus
AT4G12020.3	MAPKKK	MAPKKK11	BnaA09g20940D	B. napus
AT4G12020.3	MAPKKK	MAPKKK11	BnaA09g21180D	B. napus
AT4G12020.3	MAPKKK	MAPKKK11	BnaA09g21200D	B. napus
AT4G12020.3	MAPKKK	MAPKKK11	BnaA03g24930D	B. napus
AT3G06030.1	MAPKKK	MAPKKK12	BnaA05g31260D	B. napus
AT3G06030.1	MAPKKK	MAPKKK12	BnaC05g45800D	B. napus
AT1G07150.2	MAPKKK	MAPKKK13	BnaA10g29440D	B. napus
AT1G07150.1	MAPKKK	MAPKKK13	BnaC05g04950D	B. napus
AT1G07150.2	MAPKKK	MAPKKK13	BnaA10g27890D	B. napus
AT1G07150.1	MAPKKK	MAPKKK13	BnaC09g33900D	B. napus
AT2G30040.1	MAPKKK	MAPKKK14	BnaC03g16550D	B. napus
AT2G30040.1	MAPKKK	MAPKKK14	BnaA05g12320D	B. napus
AT2G30040.1	MAPKKK	MAPKKK14	BnaC04g40820D	B. napus
AT2G30040.1	MAPKKK	MAPKKK14	BnaC04g14770D	B. napus
AT2G30040.1	MAPKKK	MAPKKK14	BnaA03g13660D	B. napus
AT5G55090.1	MAPKKK	MAPKKK15	BnaC09g31820D	B. napus
AT5G55090.1	MAPKKK	MAPKKK15	BnaA02g09290D	B. napus
AT5G55090.1	MAPKKK	MAPKKK15	BnaA03g11580D	B. napus
AT5G55090.1	MAPKKK	MAPKKK15	BnaCnng64060D	B. napus
AT5G55090.1	MAPKKK	MAPKKK15	BnaA10g09350D	B. napus
AT5G55090.1	MAPKKK	MAPKKK15	BnaC02g13360D	B. napus
AT4G26890.1	MAPKKK	MAPKKK16	BnaC01g19100D	B. napus
AT4G26890.1	MAPKKK	MAPKKK16	BnaA08g14260D	B. napus
AT4G26890.1	MAPKKK	MAPKKK16	BnaC08g12350D	B. napus
AT4G26890.1	MAPKKK	MAPKKK16	BnaA01g15980D	B. napus
AT2G32510.1	MAPKKK	MAPKKK17	BnaCnng21650D	B. napus
AT2G32510.1	MAPKKK	MAPKKK17	BnaA04g18840D	B. napus
AT2G32510.1	MAPKKK	MAPKKK17	BnaC04g12300D	B. napus
AT2G32510.1	MAPKKK	MAPKKK17	BnaA05g10920D	B. napus
AT1G05100.1	MAPKKK	MAPKKK18	BnaC05g03130D	B. napus
AT1G05100.1	MAPKKK	MAPKKK18	BnaAnng12350D	B. napus
AT5G67080.1	MAPKKK	MAPKKK19	BnaC08g21680D	B. napus
AT5G67080.1	MAPKKK	MAPKKK19	BnaAnng03700D	B. napus
AT5G67080.1	MAPKKK	MAPKKK19	BnaCnng47260D	B. napus
AT5G67080.1	MAPKKK	MAPKKK19	BnaAnng23400D	B. napus
AT5G67080.1	MAPKKK	MAPKKK19	BnaC07g16320D	B. napus
AT5G67080.1	MAPKKK	MAPKKK19	BnaA07g12140D	B. napus
AT3G50310.1	MAPKKK	MAPKKK20	BnaA01g21200D	B. napus
AT4G36950.1	MAPKKK	MAPKKK21	BnaA01g00740D	B. napus
AT4G36950.1	MAPKKK	MAPKKK21	BnaC01g01730D	B. napus
AT5G11850.1	MAPKKK	RAF3	BnaAnng24710D	B. napus
AT5G11850.1	MAPKKK	RAF3	BnaA03g03590D	B. napus
AT5G11850.1	MAPKKK	RAF3	BnaC03g05090D	B. napus
AT5G11850.1	MAPKKK	RAF3	BnaC02g04070D	B. napus
AT1G18160.1	MAPKKK	RAF4	BnaC05g13940D	B. napus
AT1G18160.1	MAPKKK	RAF4	BnaA06g12340D	B. napus
AT1G73660.1	MAPKKK	RAF5	BnaA07g31020D	B. napus
AT1G73660.1	MAPKKK	RAF5	BnaC06g34470D	B. napus
AT4G24480.1	MAPKKK	RAF6	BnaA01g35160D	B. napus
AT4G24480.1	MAPKKK	RAF6	BnaC01g41510D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaCnng32200D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaCnng32220D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaCnng32230D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaCnng32240D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaCnng32250D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaA05g30750D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaA05g30760D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaA01g32680D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaA01g32710D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaAnng32560D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaC05g45210D	B. napus
AT3G06620.1	MAPKKK	RAF7	BnaC05g45200D	B. napus
AT3G06640.1	MAPKKK	RAF9	BnaA03g29510D	B. napus
AT5G49470.3	MAPKKK	RAF10	BnaA09g03350D	B. napus
AT5G49470.3	MAPKKK	RAF10	BnaC09g02700D	B. napus
AT4G23050.2	MAPKKK	RAF12	BnaUnng00750D	B. napus
AT4G23050.1	MAPKKK	RAF12	BnaA03g45700D	B. napus
AT4G23050.2	MAPKKK	RAF12	BnaC01g11120D	B. napus
AT4G23050.2	MAPKKK	RAF12	BnaC08g01610D	B. napus
AT4G23050.1	MAPKKK	RAF12	BnaC07g37830D	B. napus
AT2G31010.2	MAPKKK	RAF13	BnaC03g17200D	B. napus
AT2G31010.2	MAPKKK	RAF13	BnaA04g28690D	B. napus
AT2G31010.2	MAPKKK	RAF13	BnaC04g41700D	B. napus
AT2G31010.2	MAPKKK	RAF13	BnaA03g14220D	B. napus
AT3G58640.2	MAPKKK	RAF15	BnaA09g55190D	B. napus
AT3G58640.2	MAPKKK	RAF15	BnaA07g17960D	B. napus
AT3G58640.2	MAPKKK	RAF15	BnaC06g16750D	B. napus
AT3G58640.2	MAPKKK	RAF15	BnaC08g29360D	B. napus
AT1G04700.1	MAPKKK	RAF16	BnaC05g02740D	B. napus
AT1G04700.1	MAPKKK	RAF16	BnaC04g11460D	B. napus
AT1G04700.1	MAPKKK	RAF16	BnaAnng28210D	B. napus
AT1G04700.1	MAPKKK	RAF16	BnaA10g02860D	B. napus
AT1G14000.1	MAPKKK	RAF17	BnaA09g45920D	B. napus
AT1G14000.1	MAPKKK	RAF17	BnaC05g10250D	B. napus
AT1G14000.1	MAPKKK	RAF17	BnaC08g39990D	B. napus
AT1G14000.1	MAPKKK	RAF17	BnaA06g08930D	B. napus
AT1G14000.1	MAPKKK	RAF17	BnaC07g23950D	B. napus
AT1G16270.2	MAPKKK	RAF18	BnaA09g56380D	B. napus
AT1G16270.2	MAPKKK	RAF18	BnaC05g12360D	B. napus
AT1G16270.2	MAPKKK	RAF18	BnaA06g10860D	B. napus
AT1G16270.2	MAPKKK	RAF18	BnaC08g38430D	B. napus
AT1G62400.1	MAPKKK	RAF19	BnaC09g13560D	B. napus
AT1G62400.1	MAPKKK	RAF19	BnaCnng42530D	B. napus
AT1G62400.1	MAPKKK	RAF19	BnaA09g10470D	B. napus
AT1G62400.1	MAPKKK	RAF19	BnaA09g13290D	B. napus
